Job Title,Industry,Job Status,AI Impact Level,Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation Risk (%),Location,Gender Diversity (%),Median Salary (USD)
"Administrator, education",Transportation,Decreasing,Low,Master’s Degree,20,423,8643,71.09,93.61,Brazil,32.1,80209.64
Actor,Entertainment,Decreasing,Low,Master’s Degree,8,4155,6221,7.99,71.87,USA,72.83,38180.62
Cabin crew,Manufacturing,Increasing,High,Master’s Degree,20,3984,2384,0.45,25.86,India,32.83,77270.03
"Psychologist, prison and probation services",Healthcare,Decreasing,Low,PhD,6,9879,4933,81.35,5.01,Canada,32.88,112486.91
Seismic interpreter,Finance,Decreasing,Moderate,PhD,18,1328,7893,9.72,0.31,Canada,77.95,93138.4
Multimedia programmer,Entertainment,Decreasing,High,PhD,16,8689,2222,43.01,94.89,Canada,30.84,128809.36
Computer games developer,Manufacturing,Decreasing,Low,Associate Degree,20,5823,928,62.44,83.14,Germany,59.92,50948.9
"Engineer, communications",Finance,Increasing,Low,Bachelor’s Degree,20,6016,4709,26.07,33.92,Australia,27.78,101581.94
"Engineer, building services",Transportation,Decreasing,High,PhD,19,517,4547,9.4,45.25,Brazil,63.6,93091.07
"Scientist, physiological",Manufacturing,Decreasing,Moderate,Bachelor’s Degree,8,8593,6214,36.98,50.26,Brazil,31.52,93447.07
Magazine features editor,Education,Increasing,Low,Associate Degree,17,332,936,58.36,19.12,India,40.34,39147.15
Restaurant manager,IT,Increasing,Low,High School,4,9745,5317,71.47,17.67,USA,29.76,114856.17
"Nurse, mental health",Manufacturing,Decreasing,Low,Bachelor’s Degree,16,7663,1562,93.91,48.01,UK,21.95,36658.87
Public relations account executive,Education,Decreasing,Moderate,Master’s Degree,11,750,6373,87.1,37.38,Germany,47.88,42970.62
Regulatory affairs officer,Education,Decreasing,Moderate,PhD,8,1460,7081,28.34,95.48,China,64.98,31276.98
Insurance broker,Healthcare,Increasing,High,Bachelor’s Degree,5,7416,945,80.24,58.04,Canada,57.26,111575.85
Warden/ranger,Retail,Decreasing,Low,Master’s Degree,3,2360,4007,12.1,62.03,UK,69.2,90889.54
"Engineer, maintenance",Retail,Decreasing,High,Master’s Degree,3,7770,8251,12.36,84.06,Canada,41.35,128661.69
Fine artist,IT,Decreasing,Moderate,Master’s Degree,12,7578,2671,12.7,79.96,UK,29.2,73884.32
"Optician, dispensing",Healthcare,Increasing,High,Bachelor’s Degree,0,3429,5110,69.3,14.52,Australia,57.86,31767.97
"Psychologist, prison and probation services",Healthcare,Decreasing,Moderate,High School,18,688,8370,18.45,85.22,Brazil,30.09,38481.1
Water quality scientist,Healthcare,Decreasing,Low,Bachelor’s Degree,12,9408,201,44.76,87.48,Brazil,56.03,53106.03
"Engineer, maintenance",Entertainment,Increasing,Moderate,Bachelor’s Degree,12,700,8809,65.51,99.21,India,73.63,53936.4
"Social research officer, government",IT,Increasing,High,Master’s Degree,2,8243,1094,87.34,43.8,USA,65.24,66147.96
"Surveyor, building",Healthcare,Decreasing,High,PhD,3,4983,6017,61.15,45.13,Germany,44.64,130370.8
Research scientist (maths),Manufacturing,Increasing,Low,Associate Degree,1,6482,8100,80.47,71.66,USA,60.73,118765.75
Interpreter,Retail,Decreasing,Moderate,Associate Degree,13,6704,4296,38.87,20.07,Australia,78.92,127444.39
Chiropractor,Healthcare,Decreasing,High,Associate Degree,14,5471,1634,86.35,45.36,USA,70.01,144299.14
Environmental consultant,IT,Increasing,Low,Bachelor’s Degree,0,456,878,71.59,16.66,Australia,78.25,91706.3
Chief of Staff,Manufacturing,Decreasing,Moderate,Bachelor’s Degree,17,7923,1834,98.04,67.52,USA,46.0,98958.74
"Engineer, structural",Entertainment,Increasing,Low,High School,12,9182,7629,28.63,32.54,Canada,24.12,53826.99
Naval architect,Healthcare,Increasing,High,Master’s Degree,4,5950,8349,23.79,85.46,Canada,68.32,44084.94
Product designer,Retail,Decreasing,Low,PhD,10,7136,1388,27.64,67.04,Canada,34.67,140977.94
Event organiser,Finance,Increasing,Low,Bachelor’s Degree,17,1454,768,42.77,57.0,Australia,62.25,143419.33
"Designer, ceramics/pottery",Transportation,Decreasing,Low,Bachelor’s Degree,12,5755,1779,58.46,31.76,UK,51.36,118333.46
"Scientist, research (physical sciences)",Finance,Decreasing,Moderate,Bachelor’s Degree,14,4606,1742,41.26,33.62,Canada,64.37,132954.97
Financial planner,IT,Decreasing,Low,PhD,11,2295,9427,3.98,51.29,Brazil,62.11,57106.85
Research scientist (maths),Education,Decreasing,Low,Associate Degree,1,8506,7806,2.2,69.74,Canada,57.68,61627.4
Retail banker,IT,Decreasing,High,Associate Degree,12,9082,1866,28.8,1.51,Germany,25.01,132273.29
Textile designer,Manufacturing,Increasing,High,Master’s Degree,9,3876,1833,96.6,35.96,USA,27.66,111975.85
Clinical embryologist,Finance,Increasing,Low,High School,13,257,1861,76.46,24.28,USA,43.27,51649.54
Biomedical scientist,Retail,Increasing,Low,Associate Degree,7,4763,3948,87.94,13.64,Australia,50.27,100207.15
Theme park manager,Entertainment,Increasing,Moderate,High School,8,374,547,1.76,40.68,India,22.56,99264.54
Horticultural consultant,Retail,Decreasing,Moderate,PhD,7,7378,8047,87.69,80.14,Germany,40.75,148321.93
Environmental health practitioner,Retail,Decreasing,High,Associate Degree,9,9080,1005,82.85,18.24,India,41.8,65958.01
Early years teacher,Healthcare,Increasing,Moderate,PhD,8,5235,4179,73.85,51.31,India,51.63,111422.61
Barista,Manufacturing,Increasing,High,Bachelor’s Degree,2,6470,530,83.9,5.56,USA,34.46,115728.57
"Investment banker, corporate",Education,Increasing,Moderate,PhD,0,6002,1089,86.69,59.48,India,64.32,41240.72
Facilities manager,Healthcare,Increasing,High,PhD,9,1995,5670,13.92,6.11,Canada,66.48,106411.44
Advertising art director,Finance,Increasing,Moderate,PhD,4,8687,1408,45.49,31.23,China,27.52,96980.22
Information officer,Healthcare,Increasing,High,Master’s Degree,5,7190,8162,41.3,25.27,Australia,54.83,36645.66
Customer service manager,Entertainment,Increasing,Low,PhD,12,7456,9485,0.22,29.77,India,25.4,96554.55
"Programmer, systems",Manufacturing,Increasing,Low,PhD,5,7944,8840,75.24,87.23,Canada,68.81,44621.3
Market researcher,Manufacturing,Decreasing,Moderate,PhD,18,1206,4060,70.22,66.32,UK,23.92,67285.4
Insurance claims handler,Healthcare,Increasing,Moderate,Associate Degree,13,4366,825,34.72,59.18,China,71.9,145579.5
Trade union research officer,Education,Decreasing,High,PhD,7,282,627,21.66,88.41,USA,67.2,31259.17
Commercial art gallery manager,Retail,Increasing,Moderate,PhD,9,1219,7778,1.47,81.36,USA,54.51,90274.59
"Therapist, nutritional",IT,Increasing,High,PhD,17,6710,2457,0.81,53.75,India,24.61,106500.89
Broadcast engineer,Healthcare,Increasing,Low,Associate Degree,5,499,2412,77.85,43.62,India,54.09,110338.87
Operations geologist,Finance,Increasing,High,Associate Degree,3,7684,8474,9.54,20.88,Brazil,52.07,100361.42
Biomedical engineer,Retail,Decreasing,High,Associate Degree,10,8287,1662,8.46,33.5,UK,33.72,131767.21
Herbalist,Manufacturing,Increasing,Moderate,Master’s Degree,7,3733,1170,59.64,99.84,Australia,29.02,132936.9
Radio broadcast assistant,Transportation,Increasing,Low,Associate Degree,10,6199,6310,34.46,53.51,USA,70.73,37141.4
Office manager,Healthcare,Increasing,Moderate,Master’s Degree,5,9777,6769,37.72,26.92,Germany,78.29,60577.9
Medical technical officer,Transportation,Increasing,Moderate,Bachelor’s Degree,2,3151,8080,85.31,22.66,China,70.05,98653.15
"Engineer, automotive",IT,Decreasing,Moderate,Master’s Degree,1,8636,8851,68.05,25.21,India,63.65,100521.84
Manufacturing engineer,Finance,Decreasing,Moderate,High School,0,8666,207,29.78,29.33,USA,51.93,39565.39
"Engineer, production",Education,Decreasing,High,Bachelor’s Degree,20,1675,9496,88.11,47.97,UK,77.94,82355.33
Barista,Manufacturing,Decreasing,Moderate,Master’s Degree,20,6055,7607,78.39,65.23,UK,51.95,113913.89
Exhibition designer,Manufacturing,Decreasing,Low,Master’s Degree,8,1443,9767,80.75,33.58,China,22.02,70538.21
"Journalist, broadcasting",Healthcare,Increasing,High,High School,0,333,5312,41.36,0.86,USA,28.77,80915.4
Learning disability nurse,Education,Decreasing,High,Bachelor’s Degree,9,8742,2047,94.29,39.16,Canada,71.09,46785.8
Ecologist,Transportation,Increasing,Moderate,High School,10,5244,1232,47.58,49.9,UK,29.75,126324.93
Counsellor,Healthcare,Decreasing,Low,Bachelor’s Degree,6,6387,6579,29.75,72.97,Canada,53.52,81232.58
Cytogeneticist,Transportation,Increasing,Moderate,High School,8,5069,2003,5.62,66.31,China,42.27,122145.09
"Social research officer, government",Entertainment,Decreasing,High,Associate Degree,15,3842,7469,57.31,39.47,Germany,47.82,130269.56
Curator,Retail,Decreasing,Low,High School,3,3533,1164,49.71,80.63,Brazil,45.32,31748.32
Theatre manager,Transportation,Decreasing,High,Associate Degree,14,1536,7036,90.59,26.16,Australia,64.42,107077.93
Music therapist,IT,Decreasing,Moderate,PhD,20,8198,4237,23.01,8.91,Canada,33.94,139901.18
Historic buildings inspector/conservation officer,Manufacturing,Decreasing,Low,PhD,18,6220,9226,64.08,35.69,China,44.42,111722.91
Artist,Entertainment,Increasing,Low,Associate Degree,12,9439,8971,65.87,84.12,Germany,21.95,61613.46
"Surveyor, commercial/residential",Entertainment,Decreasing,Low,Associate Degree,16,7217,8007,44.88,71.8,India,41.52,71385.55
Clinical cytogeneticist,Transportation,Increasing,Moderate,Bachelor’s Degree,19,1811,7791,95.04,15.8,India,22.61,149643.96
Engineering geologist,Transportation,Decreasing,Low,Master’s Degree,0,3461,3877,61.26,84.01,China,45.17,70429.8
"Administrator, arts",Entertainment,Decreasing,Moderate,PhD,10,6662,6627,43.43,62.94,Australia,42.54,40797.73
Petroleum engineer,Entertainment,Decreasing,Low,Associate Degree,8,9313,6555,24.34,65.55,India,53.4,79404.98
Manufacturing systems engineer,Retail,Decreasing,Low,Bachelor’s Degree,8,8916,2490,74.47,32.21,India,27.73,77387.3
"Biochemist, clinical",Transportation,Increasing,Low,Master’s Degree,5,910,7360,87.53,51.4,UK,74.99,36725.91
Secondary school teacher,IT,Increasing,Moderate,PhD,19,6266,2202,15.63,58.28,India,51.15,113317.2
Dramatherapist,Finance,Increasing,Low,High School,16,9738,929,0.52,12.34,UK,62.01,77922.61
"Journalist, newspaper",Entertainment,Increasing,Low,Associate Degree,1,2425,3497,59.21,43.75,Canada,20.33,109913.29
Personnel officer,Finance,Increasing,Low,PhD,11,8872,2876,81.7,0.7,Canada,40.38,93603.49
Animal technologist,Entertainment,Decreasing,High,Bachelor’s Degree,18,2523,6700,47.08,51.83,Canada,43.14,128019.09
Contracting civil engineer,Manufacturing,Increasing,Moderate,PhD,13,5606,1841,84.89,63.8,Canada,47.29,125778.65
Chief Technology Officer,Finance,Increasing,Moderate,Associate Degree,8,8006,2658,24.62,27.08,Canada,20.12,148690.04
Cytogeneticist,Retail,Decreasing,High,High School,5,8216,3870,54.01,20.15,USA,45.83,89069.22
Armed forces technical officer,Manufacturing,Increasing,High,Bachelor’s Degree,4,5133,578,57.7,77.49,Brazil,72.78,137158.61
Electronics engineer,Manufacturing,Increasing,Low,Bachelor’s Degree,18,181,3898,9.21,6.18,USA,38.68,78300.15
Technical brewer,Manufacturing,Increasing,Moderate,PhD,17,9419,7636,66.69,13.97,India,32.14,130261.05
Arts administrator,Finance,Increasing,Low,High School,19,3640,4012,82.02,76.07,India,21.22,75723.57
"Production designer, theatre/television/film",Healthcare,Increasing,Moderate,Associate Degree,11,6178,5318,88.2,46.68,Australia,73.98,109585.06
Art therapist,Healthcare,Decreasing,Moderate,Bachelor’s Degree,7,9927,3011,74.57,82.07,UK,70.5,68116.23
"Scientist, marine",Entertainment,Decreasing,High,Associate Degree,13,1819,480,26.99,52.26,China,28.03,86512.07
Radio producer,Retail,Increasing,Low,PhD,3,7000,8089,14.65,73.14,UK,23.15,40760.98
Estate manager/land agent,IT,Increasing,High,High School,18,4646,6751,79.2,40.88,Brazil,51.8,80915.38
"Surveyor, land/geomatics",Retail,Increasing,Moderate,Bachelor’s Degree,18,7505,4301,84.67,1.74,Brazil,68.69,31919.74
Psychotherapist,Healthcare,Decreasing,Low,High School,4,9547,9815,15.3,43.38,Brazil,30.33,122654.35
Press sub,Manufacturing,Decreasing,High,High School,19,5107,3517,1.73,27.15,Canada,43.07,73500.1
"Designer, exhibition/display",Manufacturing,Decreasing,Low,PhD,8,4727,7935,85.79,0.24,Brazil,71.24,73050.63
"Nurse, learning disability",Transportation,Decreasing,Moderate,High School,16,1396,6626,59.13,74.92,India,75.36,63118.21
Dentist,Education,Increasing,High,High School,16,3365,8666,19.2,74.86,Brazil,57.53,82689.03
Tax inspector,Transportation,Decreasing,Low,Associate Degree,20,2563,4755,13.17,27.28,Germany,38.44,115756.96
Advice worker,Transportation,Decreasing,Moderate,High School,16,9554,9302,74.03,71.52,China,75.42,125833.8
Statistician,Finance,Decreasing,High,Bachelor’s Degree,4,7316,567,99.18,58.35,Brazil,43.14,59790.09
"Editor, film/video",Transportation,Decreasing,High,PhD,7,1554,2436,84.87,9.89,China,27.88,122697.85
Land/geomatics surveyor,Retail,Decreasing,Low,High School,2,2129,3985,92.25,95.44,Australia,29.0,74565.75
Product/process development scientist,Manufacturing,Decreasing,Low,Bachelor’s Degree,0,6113,1222,54.88,25.21,Germany,47.12,83469.6
Air cabin crew,Entertainment,Increasing,Moderate,Bachelor’s Degree,14,9479,9395,33.11,41.92,UK,55.53,56726.96
Site engineer,Finance,Decreasing,Moderate,PhD,12,5353,7474,57.47,46.62,Brazil,68.1,61298.54
Video editor,Healthcare,Increasing,Moderate,High School,10,2023,983,60.78,36.74,India,73.11,62444.48
"Engineer, chemical",Transportation,Increasing,Low,PhD,6,1950,9702,13.49,25.95,USA,39.16,46796.68
"Designer, fashion/clothing",Retail,Decreasing,Low,High School,6,9257,8576,65.08,32.26,USA,62.98,131906.53
Broadcast engineer,Retail,Increasing,Moderate,Bachelor’s Degree,10,2972,5174,89.86,9.61,Canada,56.98,38312.44
"Designer, textile",Healthcare,Increasing,High,PhD,19,714,6707,87.95,32.72,Germany,75.94,61481.33
Acupuncturist,Transportation,Decreasing,Moderate,High School,17,6195,196,52.39,79.91,Australia,22.76,89921.19
Information officer,Education,Decreasing,High,Master’s Degree,3,3359,7405,99.86,67.93,Australia,31.36,143948.41
"Scientist, research (physical sciences)",Retail,Increasing,Moderate,High School,9,833,653,37.75,34.58,China,67.08,37907.93
Insurance account manager,Finance,Increasing,Low,Master’s Degree,18,2684,1283,60.48,86.0,China,54.08,107098.05
Conference centre manager,Manufacturing,Increasing,Moderate,PhD,0,6350,9459,3.32,62.17,India,73.89,39808.98
Hospital doctor,Finance,Decreasing,Moderate,Bachelor’s Degree,3,6645,1401,37.82,53.38,China,41.43,140955.3
"Programmer, multimedia",Retail,Increasing,Moderate,Associate Degree,15,2340,1330,89.03,98.6,Brazil,70.56,115366.51
Agricultural engineer,Healthcare,Increasing,High,Master’s Degree,17,4748,3808,94.47,38.22,India,46.21,48511.48
Production manager,Healthcare,Decreasing,Moderate,Master’s Degree,4,1723,2686,74.91,97.57,Australia,38.69,83111.88
Counsellor,Manufacturing,Increasing,Low,Bachelor’s Degree,19,1922,8375,26.87,47.32,India,52.13,51885.46
Phytotherapist,IT,Decreasing,Moderate,Associate Degree,14,8069,7048,75.27,14.87,China,73.14,125311.37
Metallurgist,Entertainment,Increasing,Moderate,Associate Degree,12,1181,1653,97.06,53.24,Germany,63.69,64390.65
"Conservator, furniture",Retail,Increasing,High,Master’s Degree,16,4743,3560,9.74,19.72,Germany,61.65,30803.87
Photographer,Manufacturing,Increasing,High,Associate Degree,18,8184,9900,93.57,75.19,Canada,49.75,132637.88
"Exhibitions officer, museum/gallery",Entertainment,Decreasing,Low,PhD,11,7332,2984,28.31,61.85,Brazil,56.17,58597.68
"Scientist, research (physical sciences)",IT,Decreasing,High,High School,3,8814,5424,92.75,61.59,India,72.92,50184.81
"Geologist, wellsite",Education,Decreasing,Moderate,High School,13,4464,6026,26.68,57.39,Canada,26.33,91743.01
"Education officer, museum",Entertainment,Decreasing,High,Master’s Degree,15,1340,931,88.2,0.09,China,45.46,96111.05
Television/film/video producer,Finance,Decreasing,High,High School,7,3409,3554,86.41,59.54,USA,27.36,129824.76
Adult guidance worker,Transportation,Increasing,Moderate,Master’s Degree,10,8566,1866,73.1,75.09,Canada,40.04,78285.59
Product designer,Entertainment,Increasing,Low,Associate Degree,18,1508,1929,43.43,63.3,Germany,70.33,76022.98
Senior tax professional/tax inspector,Finance,Decreasing,Moderate,Bachelor’s Degree,15,3058,2052,50.23,93.04,India,20.48,89367.23
"Sales professional, IT",Transportation,Increasing,Low,PhD,10,1998,6349,9.28,73.29,Canada,20.52,85603.21
Restaurant manager,IT,Increasing,Moderate,Associate Degree,9,2870,7372,87.28,89.26,Canada,75.48,82641.13
Merchant navy officer,Retail,Increasing,Low,Bachelor’s Degree,7,8892,6961,48.24,77.69,China,42.89,80254.79
Television floor manager,IT,Decreasing,Moderate,Associate Degree,5,2332,1093,7.27,57.81,Germany,45.71,31164.04
Product/process development scientist,Entertainment,Decreasing,Low,Bachelor’s Degree,4,4223,2603,41.87,92.48,Canada,34.17,67078.88
"Engineer, control and instrumentation",Retail,Decreasing,High,PhD,16,1757,6345,7.6,61.05,Australia,20.64,111791.06
Dealer,Healthcare,Decreasing,High,PhD,11,7586,3933,67.35,60.72,USA,28.05,135205.27
Police officer,Education,Increasing,Moderate,PhD,1,6700,8652,7.48,31.47,Australia,36.21,47759.37
Horticultural therapist,Retail,Decreasing,Low,Bachelor’s Degree,7,5757,2804,9.84,0.87,USA,65.37,147734.56
Commercial horticulturist,Retail,Decreasing,Low,Bachelor’s Degree,20,7369,5088,21.94,50.4,Germany,79.13,67503.27
Research scientist (medical),Manufacturing,Decreasing,Moderate,Master’s Degree,14,7673,5562,15.34,13.0,Canada,40.71,148077.1
Clinical molecular geneticist,Entertainment,Decreasing,Low,Bachelor’s Degree,12,6416,5480,2.61,43.43,Australia,44.04,59291.41
Chartered loss adjuster,Finance,Decreasing,High,PhD,12,5953,9591,76.18,32.58,UK,78.0,59386.3
"Merchandiser, retail",Retail,Decreasing,High,PhD,4,6329,6722,43.32,53.33,Canada,50.66,57827.66
Legal executive,Manufacturing,Decreasing,Low,Bachelor’s Degree,2,7580,5124,3.02,46.44,China,52.22,48228.17
Nature conservation officer,Healthcare,Increasing,Low,PhD,9,1149,1792,68.41,92.55,Canada,47.51,37041.14
Local government officer,IT,Decreasing,High,PhD,3,3919,9267,90.05,7.77,India,35.6,109389.55
Industrial/product designer,IT,Increasing,High,High School,5,5525,6675,52.11,0.27,China,71.43,146769.87
Sports development officer,Healthcare,Decreasing,Moderate,Associate Degree,11,2534,5314,60.74,17.37,China,57.8,51399.46
Tax inspector,Education,Decreasing,Moderate,High School,18,7659,3959,36.73,70.71,Brazil,22.22,77211.45
Paramedic,Entertainment,Increasing,Moderate,Bachelor’s Degree,10,1868,4711,30.44,99.41,China,63.4,135776.89
Dancer,Transportation,Decreasing,High,PhD,2,8635,6101,35.96,13.57,India,43.7,139726.03
